發生日期時間,公司名稱,工程名稱,事故詳細地址,災害類型,罹災人數,場所肇災處(事故經過)
113/08/06 16:00,根基營造股份有限公司,中心商業大樓新建案 (第2期),桃園市中壢區中正路339號,墜落、滾落,1死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
113/09/16 16:00,皇昌營造股份有限公司,中心商業大樓新建案 (第2期),臺北市內湖區瑞光路286號,感電,2死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
113/04/20 08:00,中鼎工程股份有限公司,中心商業大樓新建案 (第2期),桃園市中壢區中正路84號,墜落、滾落,2死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
113/05/20 17:00,瑞助營造股份有限公司,高速公路拓寬工程 (第2期),新北市板橋區文化路338號,墜落、滾落,1死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
113/06/20 10:00,互助營造股份有限公司,中心商業大樓新建案 (第2期),新北市板橋區文化路292號,墜落、滾落,1死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
113/06/20 13:00,大陸工程股份有限公司,捷運系統土建工程 (第2期),桃園市中壢區中正路429號,感電,2死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
113/08/03 14:00,達欣工程股份有限公司,廠房新建工程 (第2期),新北市板橋區文化路184號,墜落、滾落,1死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
113/06/06 15:00,互助營造股份有限公司,高速公路拓寬工程 (第1期),新北市板橋區文化路153號,感電,1死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
113/07/09 13:00,工信工程股份有限公司,廠房新建工程 (第1期),臺北市內湖區瑞光路18號,被撞,2死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
113/03/09 14:00,根基營造股份有限公司,中心商業大樓新建案 (第1期),臺北市內湖區瑞光路216號,被撞,1死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
113/06/20 14:00,遠雄營造股份有限公司,捷運系統土建工程 (第1期),高雄市苓雅區四維四路69號,感電,1死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
113/07/23 08:00,瑞助營造股份有限公司,集合住宅新建工程 (第2期),臺中市西屯區台灣大道222號,被撞,2死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
113/08/13 11:00,皇昌營造股份有限公司,中心商業大樓新建案 (第3期),新北市板橋區文化路386號,墜落、滾落,1死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
113/09/16 17:00,瑞助營造股份有限公司,捷運系統土建工程 (第3期),臺中市西屯區台灣大道259號,感電,1死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
113/09/07 17:00,達欣工程股份有限公司,集合住宅新建工程 (第1期),臺中市西屯區台灣大道112號,感電,2死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
113/02/02 10:00,遠雄營造股份有限公司,高速公路拓寬工程 (第3期),高雄市苓雅區四維四路496號,感電,2死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
113/10/15 10:00,皇昌營造股份有限公司,廠房新建工程 (第2期),高雄市苓雅區四維四路287號,墜落、滾落,2死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
113/10/04 10:00,皇昌營造股份有限公司,捷運系統土建工程 (第1期),高雄市苓雅區四維四路85號,倒塌、崩塌,1死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
113/06/20 16:00,中鼎工程股份有限公司,集合住宅新建工程 (第2期),臺中市西屯區台灣大道346號,墜落、滾落,2死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
113/01/13 13:00,達欣工程股份有限公司,高速公路拓寬工程 (第3期),桃園市中壢區中正路331號,感電,1死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
113/03/06 15:00,建國工程股份有限公司,中心商業大樓新建案 (第3期),新北市板橋區文化路233號,物體飛落,2死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
113/12/10 10:00,瑞助營造股份有限公司,廠房新建工程 (第1期),高雄市苓雅區四維四路173號,倒塌、崩塌,2死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
113/08/08 17:00,大陸工程股份有限公司,中心商業大樓新建案 (第3期),臺中市西屯區台灣大道99號,倒塌、崩塌,1死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
113/06/08 16:00,中鼎工程股份有限公司,廠房新建工程 (第3期),桃園市中壢區中正路149號,物體飛落,2死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
113/08/04 13:00,中鼎工程股份有限公司,捷運系統土建工程 (第3期),高雄市苓雅區四維四路456號,物體飛落,1死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
113/05/02 13:00,根基營造股份有限公司,高速公路拓寬工程 (第3期),臺中市西屯區台灣大道343號,倒塌、崩塌,2死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
113/12/22 16:00,遠雄營造股份有限公司,中心商業大樓新建案 (第2期),臺中市西屯區台灣大道390號,被撞,1死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
113/02/17 11:00,瑞助營造股份有限公司,高速公路拓寬工程 (第3期),高雄市苓雅區四維四路358號,物體飛落,1死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
113/09/24 09:00,中鼎工程股份有限公司,集合住宅新建工程 (第3期),新北市板橋區文化路29號,被撞,1死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
113/02/08 15:00,根基營造股份有限公司,集合住宅新建工程 (第1期),桃園市中壢區中正路249號,墜落、滾落,1死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
113/04/03 13:00,互助營造股份有限公司,高速公路拓寬工程 (第1期),新北市板橋區文化路116號,倒塌、崩塌,2死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
113/02/27 14:00,皇昌營造股份有限公司,集合住宅新建工程 (第1期),臺中市西屯區台灣大道498號,墜落、滾落,2死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
113/09/23 11:00,建國工程股份有限公司,廠房新建工程 (第1期),臺北市內湖區瑞光路209號,物體飛落,1死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
113/03/01 08:00,皇昌營造股份有限公司,高速公路拓寬工程 (第3期),臺北市內湖區瑞光路495號,被撞,1死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
113/12/17 15:00,瑞助營造股份有限公司,捷運系統土建工程 (第1期),臺中市西屯區台灣大道418號,物體飛落,1死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
113/05/27 10:00,工信工程股份有限公司,廠房新建工程 (第1期),桃園市中壢區中正路18號,物體飛落,2死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
113/03/14 09:00,皇昌營造股份有限公司,廠房新建工程 (第2期),臺北市內湖區瑞光路44號,物體飛落,2死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
113/03/20 08:00,工信工程股份有限公司,中心商業大樓新建案 (第1期),新北市板橋區文化路326號,物體飛落,1死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
114/04/13 08:00,根基營造股份有限公司,高速公路拓寬工程 (第2期),新北市板橋區文化路332號,被撞,1死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
114/09/26 17:00,中鼎工程股份有限公司,高速公路拓寬工程 (第2期),臺中市西屯區台灣大道489號,感電,2死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
114/08/15 12:00,達欣工程股份有限公司,高速公路拓寬工程 (第2期),高雄市苓雅區四維四路271號,墜落、滾落,1死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
114/04/24 08:00,遠雄營造股份有限公司,集合住宅新建工程 (第1期),臺北市內湖區瑞光路429號,物體飛落,1死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
114/07/25 13:00,大陸工程股份有限公司,捷運系統土建工程 (第1期),新北市板橋區文化路345號,倒塌、崩塌,2死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
114/07/27 08:00,互助營造股份有限公司,高速公路拓寬工程 (第1期),新北市板橋區文化路492號,倒塌、崩塌,1死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
114/12/07 14:00,中鼎工程股份有限公司,高速公路拓寬工程 (第3期),臺中市西屯區台灣大道396號,墜落、滾落,1死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
114/02/22 13:00,中鼎工程股份有限公司,捷運系統土建工程 (第1期),桃園市中壢區中正路55號,物體飛落,2死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
114/07/15 14:00,根基營造股份有限公司,中心商業大樓新建案 (第3期),桃園市中壢區中正路23號,倒塌、崩塌,2死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
114/05/19 16:00,瑞助營造股份有限公司,集合住宅新建工程 (第1期),臺北市內湖區瑞光路66號,墜落、滾落,2死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
114/09/20 12:00,大陸工程股份有限公司,廠房新建工程 (第1期),臺中市西屯區台灣大道227號,墜落、滾落,2死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
114/02/09 12:00,互助營造股份有限公司,捷運系統土建工程 (第3期),臺北市內湖區瑞光路192號,墜落、滾落,1死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
114/06/03 11:00,大陸工程股份有限公司,廠房新建工程 (第1期),桃園市中壢區中正路277號,墜落、滾落,1死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
114/10/19 08:00,達欣工程股份有限公司,廠房新建工程 (第3期),高雄市苓雅區四維四路272號,墜落、滾落,1死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
114/07/18 14:00,皇昌營造股份有限公司,廠房新建工程 (第1期),臺北市內湖區瑞光路95號,墜落、滾落,1死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
114/03/15 09:00,建國工程股份有限公司,中心商業大樓新建案 (第3期),新北市板橋區文化路430號,墜落、滾落,2死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
114/11/28 08:00,瑞助營造股份有限公司,廠房新建工程 (第1期),高雄市苓雅區四維四路271號,物體飛落,2死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
114/03/15 16:00,中鼎工程股份有限公司,捷運系統土建工程 (第2期),桃園市中壢區中正路139號,墜落、滾落,1死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
114/12/24 09:00,工信工程股份有限公司,廠房新建工程 (第2期),高雄市苓雅區四維四路301號,倒塌、崩塌,2死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
114/06/09 15:00,大陸工程股份有限公司,捷運系統土建工程 (第2期),桃園市中壢區中正路73號,墜落、滾落,2死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
114/08/18 15:00,工信工程股份有限公司,中心商業大樓新建案 (第2期),桃園市中壢區中正路338號,物體飛落,2死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
114/09/04 14:00,皇昌營造股份有限公司,中心商業大樓新建案 (第1期),臺中市西屯區台灣大道393號,物體飛落,1死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
114/04/19 12:00,根基營造股份有限公司,捷運系統土建工程 (第3期),臺北市內湖區瑞光路373號,倒塌、崩塌,1死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
114/05/16 15:00,互助營造股份有限公司,捷運系統土建工程 (第3期),臺中市西屯區台灣大道43號,感電,1死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
114/09/04 11:00,建國工程股份有限公司,廠房新建工程 (第2期),高雄市苓雅區四維四路363號,倒塌、崩塌,2死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
114/12/10 15:00,遠雄營造股份有限公司,中心商業大樓新建案 (第2期),臺中市西屯區台灣大道252號,倒塌、崩塌,2死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
114/12/11 15:00,中鼎工程股份有限公司,捷運系統土建工程 (第3期),臺北市內湖區瑞光路296號,墜落、滾落,2死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
114/02/25 10:00,大陸工程股份有限公司,集合住宅新建工程 (第1期),臺中市西屯區台灣大道41號,物體飛落,2死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
114/09/22 08:00,達欣工程股份有限公司,集合住宅新建工程 (第1期),新北市板橋區文化路427號,墜落、滾落,1死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
114/01/25 14:00,遠雄營造股份有限公司,集合住宅新建工程 (第1期),桃園市中壢區中正路56號,被撞,2死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
114/02/19 13:00,皇昌營造股份有限公司,中心商業大樓新建案 (第3期),桃園市中壢區中正路378號,墜落、滾落,1死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
114/09/08 08:00,工信工程股份有限公司,中心商業大樓新建案 (第3期),桃園市中壢區中正路392號,被撞,1死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
114/01/05 17:00,建國工程股份有限公司,廠房新建工程 (第3期),高雄市苓雅區四維四路54號,感電,2死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
114/12/17 17:00,建國工程股份有限公司,捷運系統土建工程 (第1期),高雄市苓雅區四維四路364號,感電,1死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
114/09/17 12:00,根基營造股份有限公司,捷運系統土建工程 (第2期),臺中市西屯區台灣大道275號,墜落、滾落,1死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
114/11/14 16:00,中鼎工程股份有限公司,廠房新建工程 (第2期),桃園市中壢區中正路375號,墜落、滾落,2死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
114/04/14 11:00,遠雄營造股份有限公司,高速公路拓寬工程 (第3期),臺北市內湖區瑞光路294號,物體飛落,1死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
114/12/06 13:00,瑞助營造股份有限公司,捷運系統土建工程 (第3期),臺中市西屯區台灣大道45號,物體飛落,1死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
114/11/07 17:00,工信工程股份有限公司,廠房新建工程 (第1期),高雄市苓雅區四維四路293號,物體飛落,2死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
114/04/24 16:00,遠雄營造股份有限公司,中心商業大樓新建案 (第2期),桃園市中壢區中正路414號,墜落、滾落,2死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
114/12/20 08:00,根基營造股份有限公司,高速公路拓寬工程 (第2期),臺中市西屯區台灣大道137號,感電,2死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
114/05/04 13:00,瑞助營造股份有限公司,中心商業大樓新建案 (第3期),臺北市內湖區瑞光路50號,感電,2死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
114/09/23 08:00,大陸工程股份有限公司,集合住宅新建工程 (第3期),臺北市內湖區瑞光路419號,被撞,2死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
114/02/09 12:00,皇昌營造股份有限公司,高速公路拓寬工程 (第2期),新北市板橋區文化路457號,物體飛落,2死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
114/05/04 11:00,大陸工程股份有限公司,高速公路拓寬工程 (第3期),新北市板橋區文化路210號,感電,1死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
114/07/11 16:00,工信工程股份有限公司,捷運系統土建工程 (第3期),臺北市內湖區瑞光路32號,物體飛落,1死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
114/07/25 15:00,皇昌營造股份有限公司,集合住宅新建工程 (第3期),臺北市內湖區瑞光路221號,物體飛落,1死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
114/02/09 09:00,工信工程股份有限公司,廠房新建工程 (第1期),桃園市中壢區中正路234號,物體飛落,1死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
114/02/28 17:00,皇昌營造股份有限公司,廠房新建工程 (第1期),臺中市西屯區台灣大道35號,被撞,2死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
114/11/05 13:00,遠雄營造股份有限公司,集合住宅新建工程 (第2期),臺北市內湖區瑞光路134號,被撞,1死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
114/03/09 10:00,大陸工程股份有限公司,高速公路拓寬工程 (第2期),臺中市西屯區台灣大道56號,感電,1死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
114/11/23 11:00,大陸工程股份有限公司,高速公路拓寬工程 (第2期),臺中市西屯區台灣大道464號,感電,2死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
114/12/01 17:00,建國工程股份有限公司,捷運系統土建工程 (第1期),新北市板橋區文化路383號,感電,2死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
114/06/03 08:00,遠雄營造股份有限公司,中心商業大樓新建案 (第3期),新北市板橋區文化路103號,感電,2死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
114/09/05 10:00,皇昌營造股份有限公司,中心商業大樓新建案 (第2期),新北市板橋區文化路374號,被撞,2死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
114/12/15 11:00,根基營造股份有限公司,捷運系統土建工程 (第1期),新北市板橋區文化路161號,感電,2死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
114/06/10 13:00,根基營造股份有限公司,高速公路拓寬工程 (第2期),高雄市苓雅區四維四路229號,墜落、滾落,1死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
114/03/02 08:00,皇昌營造股份有限公司,中心商業大樓新建案 (第2期),高雄市苓雅區四維四路18號,墜落、滾落,2死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
114/09/04 08:00,達欣工程股份有限公司,集合住宅新建工程 (第3期),臺北市內湖區瑞光路155號,被撞,1死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
114/02/02 15:00,皇昌營造股份有限公司,高速公路拓寬工程 (第3期),桃園市中壢區中正路469號,倒塌、崩塌,2死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
114/01/26 17:00,達欣工程股份有限公司,廠房新建工程 (第3期),臺北市內湖區瑞光路391號,物體飛落,1死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
114/07/09 09:00,遠雄營造股份有限公司,廠房新建工程 (第1期),臺中市西屯區台灣大道61號,墜落、滾落,1死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
114/05/19 15:00,根基營造股份有限公司,中心商業大樓新建案 (第3期),臺中市西屯區台灣大道471號,物體飛落,1死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
114/09/14 16:00,瑞助營造股份有限公司,集合住宅新建工程 (第3期),臺中市西屯區台灣大道334號,倒塌、崩塌,1死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
114/03/19 09:00,根基營造股份有限公司,捷運系統土建工程 (第2期),高雄市苓雅區四維四路369號,墜落、滾落,2死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
114/03/24 13:00,互助營造股份有限公司,捷運系統土建工程 (第3期),高雄市苓雅區四維四路244號,物體飛落,1死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
114/06/13 08:00,互助營造股份有限公司,集合住宅新建工程 (第2期),臺北市內湖區瑞光路191號,物體飛落,1死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
114/04/23 12:00,大陸工程股份有限公司,高速公路拓寬工程 (第3期),新北市板橋區文化路61號,被撞,1死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
114/10/09 13:00,根基營造股份有限公司,捷運系統土建工程 (第2期),高雄市苓雅區四維四路334號,物體飛落,2死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
114/06/20 11:00,工信工程股份有限公司,捷運系統土建工程 (第1期),高雄市苓雅區四維四路131號,物體飛落,1死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
114/02/01 08:00,中鼎工程股份有限公司,集合住宅新建工程 (第3期),高雄市苓雅區四維四路446號,物體飛落,2死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
114/04/13 14:00,根基營造股份有限公司,集合住宅新建工程 (第1期),桃園市中壢區中正路305號,感電,1死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
114/04/14 16:00,根基營造股份有限公司,高速公路拓寬工程 (第3期),臺北市內湖區瑞光路449號,感電,2死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
114/04/27 16:00,大陸工程股份有限公司,中心商業大樓新建案 (第2期),新北市板橋區文化路306號,感電,2死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
114/08/17 13:00,瑞助營造股份有限公司,中心商業大樓新建案 (第2期),高雄市苓雅區四維四路50號,感電,1死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
114/01/21 10:00,大陸工程股份有限公司,高速公路拓寬工程 (第2期),臺中市西屯區台灣大道206號,墜落、滾落,1死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
114/04/14 17:00,建國工程股份有限公司,中心商業大樓新建案 (第1期),臺中市西屯區台灣大道437號,感電,1死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
114/12/13 11:00,建國工程股份有限公司,集合住宅新建工程 (第2期),高雄市苓雅區四維四路31號,墜落、滾落,1死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
114/04/13 12:00,中鼎工程股份有限公司,中心商業大樓新建案 (第3期),桃園市中壢區中正路259號,物體飛落,2死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
114/06/25 13:00,遠雄營造股份有限公司,廠房新建工程 (第2期),高雄市苓雅區四維四路15號,感電,1死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
114/11/12 09:00,工信工程股份有限公司,廠房新建工程 (第3期),新北市板橋區文化路20號,倒塌、崩塌,2死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
114/11/23 17:00,建國工程股份有限公司,高速公路拓寬工程 (第1期),高雄市苓雅區四維四路253號,物體飛落,2死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
114/06/10 11:00,工信工程股份有限公司,捷運系統土建工程 (第2期),高雄市苓雅區四維四路472號,感電,2死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
114/01/21 11:00,瑞助營造股份有限公司,廠房新建工程 (第1期),臺中市西屯區台灣大道403號,墜落、滾落,1死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
